"url";"name";"address";"district";"gps"
"http://www.paris-soiree.fr/discotheque-le_panic_room-328";"Le Panic Room";"101 Rue Amelot";11;"48.8612458/2.3676234"
"http://www.paris-soiree.fr/discotheque-in_out-345";"IN OUT";"241 Rue du Fbg St antoine";11;NA
"http://www.paris-soiree.fr/discotheque-balajo-127";"Balajo";"9, rue de Lappe";11;"48.8540074/2.3721448"
"http://www.paris-soiree.fr/discotheque-bataclan-128";"Bataclan";"50, Boulevard Voltaire";11;"48.8631169/2.3708919"
"http://www.paris-soiree.fr/discotheque-cafe_de_la_plage-129";"Café de La Plage";"59 rue de Charonne";11;"48.8534222/2.3793242"
"http://www.paris-soiree.fr/discotheque-caves_saint_sabin-130";"Caves Saint-Sabin";"50 rue Saint-Sabin";11;"48.8585908/2.3690972"
"http://www.paris-soiree.fr/discotheque-favela_chic-131";"Favela Chic";"18 rue du Faubourg du Temple";11;"48.8683233/2.3660938"
"http://www.paris-soiree.fr/discotheque-gibus-132";"Gibus";"18 rue du Faubourg du Temple";11;"48.8683233/2.3660938"
"http://www.paris-soiree.fr/discotheque-international-133";"International";"5 rue Moret";11;"48.8667388/2.3796639"
"http://www.paris-soiree.fr/discotheque-la_casbah-134";"La Casbah";"18 rue de la Forge Royale";11;"48.8515763/2.3806228"
"http://www.paris-soiree.fr/discotheque-les_disquaires-135";"Les Disquaires";"6 rue des Taillandiers";11;"48.8538534/2.3755383"
"http://www.paris-soiree.fr/discotheque-nouveau_casino-136";"Nouveau Casino";"109 rue Oberkampf";11;"48.8658269/2.3778313"
"http://www.paris-soiree.fr/discotheque-reservoir-137";"Réservoir";"16 rue de la Forge Royale";11;"48.8514432/2.3805468"
"http://www.paris-soiree.fr/discotheque-scene_bastille-139";"Scène Bastille";"2 bis rue des Taillandiers";11;"48.8542107/2.3752835"
"http://www.paris-soiree.fr/discotheque-tribar-140";"Tribar";"20 rue de Lappe";11;"48.85375/2.3725366"
"http://www.paris-soiree.fr/discotheque-le_bric_a_brac-333";"Le Bric à Brac";"108 rue Oberkampf";11;"48.8659386/2.3788507"
"http://www.paris-soiree.fr/discotheque-numero_15-348";"NUMERO 15";"15 rue Daval";11;"48.8548907/2.370799"
"http://www.paris-soiree.fr/discotheque-sanz_by_bizz_art_-318";"SANZ By Bizz’art";"49 rue du Faubourg Saint-Antoine";11;"48.8522368/2.3728406"
"http://www.paris-soiree.fr/discotheque-chalet_des_iles_daumesnil-141";"Chalet des Iles Daumesnil";"Ile de Reuilly - Bois de Vincennes";12;NA
"http://www.paris-soiree.fr/discotheque-the_frog_and_princess-255";"The frog and princess";"25 cour Saint Emilion";12;"48.8329642/2.3862318"
"http://www.paris-soiree.fr/discotheque-la_croche-254";"La croche";"64 rue de charenton";12;"48.8494562/2.3744031"
"http://www.paris-soiree.fr/discotheque-cafe_barge-334";"Café Barge";"5 Port de la Rappée";12;NA
"http://www.paris-soiree.fr/discotheque-bercy-187";"Bercy";"8 Boulevard de Bercy";12;"48.83870845/2.37876661922646"
"http://www.paris-soiree.fr/discotheque-peniche_nix_nox-155";"Péniche Nix Nox";"Quai François Mauriac";12;"48.8337611/2.3777671"
"http://www.paris-soiree.fr/discotheque-salons_vianey-145";"Salons Vianey";"98 quai de la Rapée";12;"48.8459217/2.3669243"
"http://www.paris-soiree.fr/discotheque-peniche_alternat-144";"Péniche Alternat";"Quai de Bercy";12;"48.8290509/2.3873457"
"http://www.paris-soiree.fr/discotheque-opa_bastille-143";"OPA Bastille";"9 rue Biscornet";12;"48.8502409/2.3697225"
"http://www.paris-soiree.fr/discotheque-la_chesnaie_du_roy-142";"La Chesnaie du Roy";"Route de la Pyramide, Bois de Vincennes";12;NA
"http://www.paris-soiree.fr/discotheque-le_montecosy-332";"Le Montecosy";"69, Port de la Rapée";12;"48.8434/2.3693936"
"http://www.paris-soiree.fr/discotheque-le_bateau_alize-317";"Le Bateau Alize";"Port de la Râpée";12;"48.8429405/2.37024"
"http://www.paris-soiree.fr/discotheque-le_petit_bain-321";"Le Petit Bain";"7 quai de la gare";13;"48.8367047/2.3744462"
"http://www.paris-soiree.fr/discotheque-century_bar-251";"Century bar";"43 rue Damesme";13;"48.8228756/2.3554845"
"http://www.paris-soiree.fr/discotheque-la_folie_en_tete-248";"La folie en tête";"33 rue Butte aux Cailles";13;"48.8275867/2.3500629"
"http://www.paris-soiree.fr/discotheque-peniche_charleston-154";"Péniche Charleston";"Quai de la Gare";13;"48.8370762/2.3729066"
"http://www.paris-soiree.fr/discotheque-peniche_blues_cafe_-153";"Péniche Blues Café";"Port d'Austerlitz";13;"48.8411753/2.37003865988687"
"http://www.paris-soiree.fr/discotheque-peniche_batofar-152";"Péniche Batofar";"11 quai Francois Mauriac";13;"48.832696/2.3788723"
"http://www.paris-soiree.fr/discotheque-peniche_aabysse-151";"Péniche Aabysse";"Quai de la Gare";13;"48.8370762/2.3729066"
"http://www.paris-soiree.fr/discotheque-loceynius-150";"Loceynius";"Quai de la Gare";13;"48.8370762/2.3729066"
"http://www.paris-soiree.fr/discotheque-la_dame_de_canton-149";"La Dame de Canton";"Quai François Mauriac";13;"48.8337611/2.3777671"
"http://www.paris-soiree.fr/discotheque-espace_des_peupliers-148";"Espace des Peupliers";"7 rue de Sainte-Hélène";13;"48.8195288/2.3525895"
"http://www.paris-soiree.fr/discotheque-djoon-147";"Djoon";"22 boulevard Vincent Auriol";13;"48.83665/2.3716268"
"http://www.paris-soiree.fr/discotheque-le_7_spirits-146";"Le 7 Spirits";"7 rue Sainte-Hélène";13;NA
"http://www.paris-soiree.fr/discotheque-wanderlust-329";"Wanderlust";"32 quai d’Austerlitz";13;"48.8402614/2.3703996"
"http://www.paris-soiree.fr/discotheque-pachanga-351";"Pachanga";"8 rue vandame";14;NA
"http://www.paris-soiree.fr/discotheque-the_financier-246";"The Financier";"15 rue du départ";14;"48.8426118/2.3236764"
"http://www.paris-soiree.fr/discotheque-utopia_cafe_concert-243";"Utopia café concert";"165 boulevard Montparnasse";14;NA
"http://www.paris-soiree.fr/discotheque-le_swan_bar-240";"Le Swan bar";"165 boulevard Montparnasse";14;NA
"http://www.paris-soiree.fr/discotheque-le_magique-238";"Le Magique";"42, rue de Gergovie";14;"48.8331533/2.3158317"
"http://www.paris-soiree.fr/discotheque-indiana_cafe-237";"Indiana Café";"77 avenue Maine";14;"44.2597917/-70.5006152"
"http://www.paris-soiree.fr/discotheque-l_entrepot_-159";"L'entrepôt";"7 rue Francis de Pressens";14;NA
"http://www.paris-soiree.fr/discotheque-bobino_club-158";"Bobino Club";"20, rue de la Gaité";14;"48.8397286/2.3235027"
"http://www.paris-soiree.fr/discotheque-backstage_cafe_-157";"Backstage Café";"31, rue de la Gaité";14;"48.8395056/2.3235306"
"http://www.paris-soiree.fr/discotheque-l_apollo-156";"L'Apollo";"3, place Denfert Rochereau";14;"48.8344816/2.332687"
"http://www.paris-soiree.fr/discotheque-le_back_up-160";"Le Back Up";"18, rue de la Croix Nivert";15;"48.835743/2.2897213"
"http://www.paris-soiree.fr/discotheque-le_brazil_tropical-350";"Le Brazil Tropical";"36 RUE DU DEPART";15;"48.8421193/2.3226983"
"http://www.paris-soiree.fr/discotheque-star_cafe-235";"Star café";"11 rue Théâtre";15;"10.5003835/-66.8480997260964"
"http://www.paris-soiree.fr/discotheque-le_r-232";"Le R";"6/8 rue de la cavalerie";15;"48.8495688/2.3006333"
"http://www.paris-soiree.fr/discotheque-celtic_corner-230";"Celtic corner";"21 Rue Lakanal";15;"48.8438233/2.2957752"
"http://www.paris-soiree.fr/discotheque-tout_le_monde_en_parle-166";"Tout Le Monde En Parle";"4 rue du départ";15;"48.8421193/2.3226983"
"http://www.paris-soiree.fr/discotheque-red_light-165";"Red Light";"34 rue du départ";15;"48.8421193/2.3226983"
"http://www.paris-soiree.fr/discotheque-mix_club_paris-164";"Mix Club Paris";"24 rue de l'arrivée";15;"48.842109/2.3213512"
"http://www.paris-soiree.fr/discotheque-forum_de_grenelle-163";"Forum de Grenelle";"5 rue de la Croix Nivert";15;"48.835743/2.2897213"
"http://www.paris-soiree.fr/discotheque-espace_56_tour_montparnasse-162";"Espace 56 Tour Montparnasse";"Tour Montparnasse - Rue du Départ";15;"48.8429112/2.3235502"
"http://www.paris-soiree.fr/discotheque-equinoxe-161";"Equinoxe";"20 rue du Colonel Avia";15;NA
"http://www.paris-soiree.fr/discotheque-palais_des_sports-314";"Palais des Sports";"1 place de la Porte de Versailles";15;"48.8322877/2.2883572"
"http://www.paris-soiree.fr/discotheque-duplex-167";"Duplex";"2 bis avenue Foch";16;"48.8726811/2.2845697"
"http://www.paris-soiree.fr/discotheque-galion-168";"Galion";"10 allée du bord de l\'eau";16;NA
"http://www.paris-soiree.fr/discotheque-jardin_de_bagatelle-169";"Jardin de Bagatelle";"Route de Sèvres - Neuilly";16;NA
"http://www.paris-soiree.fr/discotheque-pavillon_royal-171";"Pavillon Royal";"Carrefour Du Bout Du Lac - Route de Suresnes";16;NA
"http://www.paris-soiree.fr/discotheque-pavillon_dauphine-172";"Pavillon Dauphine";"Place du Marechal Delattre De Tassigny";16;NA
"http://www.paris-soiree.fr/discotheque-river_s_king-173";"River's King";"108 avenue du Président Kennedy";16;"48.8521646/2.2798777"
"http://www.paris-soiree.fr/discotheque-hippodrome_de_longchamp-188";"Hippodrome de Longchamp";"Route des tribunes";16;"48.8297756/2.4232608"
"http://www.paris-soiree.fr/discotheque-lounge_square-228";"Lounge square";"1 rue de Boulainvillier";16;NA
"http://www.paris-soiree.fr/discotheque-peniche_le_boreas-324";"Peniche Le Boreas";"Port Debilly - Face au 34 avenue de New York";16;NA
"http://www.paris-soiree.fr/discotheque-le_palais_maillot-17";"Le Palais Maillot";"2 Place de la Porte Maillot";17;"48.8785237/2.2817845"
"http://www.paris-soiree.fr/discotheque-saint_cyr_club-175";"Saint Cyr Club";"42 boulevard Gouvion-Saint-Cyr";17;"48.88268/2.286511"
"http://www.paris-soiree.fr/discotheque-le_standard-335";"Le Standard";"2 Pl de la Porte Maillot/face 97 Bd Gouvion St Cyr";17;NA
"http://www.paris-soiree.fr/discotheque-le_prince-174";"Le Prince";"66 boulevard Gouvion Saint Cyr";17;"48.8823793/2.2862671"
"http://www.paris-soiree.fr/discotheque-aux_caves_de_prony-223";"Aux caves de prony";"64, rue de Prony";17;"48.8829762/2.3028975"
"http://www.paris-soiree.fr/discotheque-le_zinc-225";"le zinc";"32 rue Moines";17;"48.8880797/2.3186755"
"http://www.paris-soiree.fr/discotheque-five_club-256";"Five Club";"5, rue Troyon";17;"48.8758951/2.2954072"
"http://www.paris-soiree.fr/discotheque-palais_des_congres-312";"Palais des Congrès";"2 place Porte Maillot";17;NA
"http://www.paris-soiree.fr/discotheque-la_machine_du_moulin_rouge-310";"La Machine du Moulin Rouge";"90 bd de Clichy";18;"48.8841152/2.3321741"
"http://www.paris-soiree.fr/discotheque-elysee_montmartre-11";"Elysée Montmartre";"72 boulevard Rochechouard";18;NA
"http://www.paris-soiree.fr/discotheque-post_cafe-219";"Post café";"2 rue Steinkerque";18;"48.8837508/2.3435677"
"http://www.paris-soiree.fr/discotheque-moving_pints__-218";"Moving Pints";"118 boulevard Clichy";18;"48.8995516/2.3052237"
"http://www.paris-soiree.fr/discotheque-xo-220";"Xo";"59 rue Orsel";18;NA
"http://www.paris-soiree.fr/discotheque-l_artscenik_cafe_-215";"L'Artscenik Café";"48 boulevard de Clichy";18;"48.8831174/2.3355731"
"http://www.paris-soiree.fr/discotheque-les_dessous_de_ginette-210";"les dessous de Ginette";"101 rue caulaincourt";18;"48.8897158/2.3387536"
"http://www.paris-soiree.fr/discotheque-bab_ilo-209";"Bab ilo";"9, rue du Baigneur";18;"48.8901861/2.3440488"
"http://www.paris-soiree.fr/discotheque-corcoran_s-208";"Corcoran's";"110 boulevard Clichy";18;"48.8995516/2.3052237"
"http://www.paris-soiree.fr/discotheque-moulin_rouge-179";"Moulin Rouge";"82 boulevard de clichy";18;"48.8840109/2.3326217"
"http://www.paris-soiree.fr/discotheque-la_cigale-178";"La Cigale";"120 boulevard de Rochechouart";18;"48.882339/2.3402606"
"http://www.paris-soiree.fr/discotheque-espace_abc-177";"Espace ABC";"3 rue de la Chapelle";18;"48.8906382/2.3597001"
"http://www.paris-soiree.fr/discotheque-divan_du_monde-176";"Divan du Monde";"75 rue des Martyrs";18;"48.8824639/2.3395776"
"http://www.paris-soiree.fr/discotheque-le_couloir-213";"Le Couloir";"108 Boulevard de Rochechouart";18;"48.8824433/2.3409335"
"http://www.paris-soiree.fr/discotheque-le_trianon-325";"Le Trianon";"80 Boulevard de Rochechouart";18;"48.8830683/2.34293321668619"
"http://www.paris-soiree.fr/discotheque-l_abracadabar-180";"L'Abracadabar";"123 Avenue Jean Jaurès";19;"48.8861421/2.3824325"
"http://www.paris-soiree.fr/discotheque-belushi_s_bar-181";"Belushi's Bar";"159, rue Crimee";19;NA
"http://www.paris-soiree.fr/discotheque-le_cabaret_sauvage-182";"Le Cabaret Sauvage";"211 avenue Jean Jaurès";19;"48.89422205/2.39323451311171"
"http://www.paris-soiree.fr/discotheque-le_glazart-183";"Le Glazart";"7 avenue de la Porte de la Villette";19;"48.899283/2.38661023299799"
"http://www.paris-soiree.fr/discotheque-le_zenith-313";"Le Zénith";"Parc de La Villette - 211 avenue Jean Jaurès";19;NA
"http://www.paris-soiree.fr/discotheque-le_trabendo-322";"Le Trabendo";"211 avenue Jean Jaurès";19;"48.89422205/2.39323451311171"
"http://www.paris-soiree.fr/discotheque-la_villette_enchantee-330";"La Villette Enchantée";"211 avenue Jean Jaurès";19;"48.89422205/2.39323451311171"
"http://www.paris-soiree.fr/discotheque-l_espace_b-326";"L'Espace B";"16, rue Barbanègre";19;"48.8931864/2.3844167"
"http://www.paris-soiree.fr/discotheque-la_bellevilloise-184";"La Bellevilloise";"21 rue Boyer";20;"48.8684069/2.3921784"
"http://www.paris-soiree.fr/discotheque-la_fleche_d_or-185";"La Flèche d Or";"102 bis rue de Bagnolet";20;"48.8608627/2.4048418"
"http://www.paris-soiree.fr/discotheque-la_maroquinerie-327";"La Maroquinerie";"23 RUE BOYER";20;"48.8685495/2.3921184"
